device_id	reading_time	temp_c	humidity_pct	status
D-I47C9	2026-01-20T14:42:47	26.51	28.6	OK
D-XVT3O	2026-01-25T00:21:10	17.3	61.8	OK
D-J9X2H	2026-01-08T03:03:41	21.01	77.3	WARN
D-VO06V	2026-01-09T13:13:20	18.07	50.2	WARN
D-K4U9M	2026-01-13T11:42:02	19.43	70.8	OK
D-P66ZV	2026-01-21T02:13:31	20.74	75.5	OK
D-K5GYI	2026-01-16T12:41:17	29.62	40.6	WARN
D-I47C9	2026-01-13T18:51:50	17.11	79.8	OK
D-3NGHB	2026-01-25T16:15:56	21.24	56.5	OK
D-3CJOP	2026-01-27T16:08:14	23.52	52.4	OK
D-BCCD4	2026-01-28T05:32:32	22.91	42.4	OK
D-K5GYI	2026-01-13T15:18:20	26.13	62.0	OK
D-3NGHB	2026-01-26T16:48:57	26.33	71.2	OK
D-P66ZV	2026-01-12T02:07:17	16.7	72.4	WARN
D-K4U9M	2026-01-14T06:58:35	26.2	26.1	OK
D-EOXIR	2026-01-07T12:00:12	24.44	52.2	OK
D-5F4C6	2026-01-14T22:41:22	19.18	67.7	OK
D-VW8SJ	2026-01-16T00:06:26	20.83	50.1	WARN
D-K4U9M	2026-01-25T05:14:40	25.71	65.2	OK
D-5F4C6	2026-01-23T22:26:30	29.2	32.1	WARN
D-ZVQLQ	2026-01-14T07:10:19	28.79	51.4	FAIL
D-3CJOP	2026-01-15T08:39:15	17.44	68.7	WARN
D-F7WO9	2026-01-31T11:27:43	28.57	61.3	OK
D-J9X2H	2026-01-02T13:30:21	24.35	49.3	OK
D-5F4C6	2026-01-09T10:25:24	24.59	34.1	FAIL
D-0VEA3	2026-01-04T04:55:41	21.31	39.3	OK
D-96IRX	2026-01-25T09:45:40	17.77	44.6	OK
D-BCCD4	2026-01-23T19:23:45	29.57	27.8	OK
D-5F4C6	2026-01-26T00:51:18	24.29	25.1	OK
D-48WEG	2026-01-28T08:49:14	24.02	29.9	FAIL
D-ZVQLQ	2026-01-13T16:08:10	19.2	62.3	OK
D-HJYDA	2026-01-19T09:27:23	20.9	31.4	OK
D-P66ZV	2026-01-11T19:45:38	20.02	75.6	OK
D-K5GYI	2026-01-23T16:33:29	25.68	53.3	OK
D-B61G9	2026-01-11T12:11:19	17.0	65.4	FAIL
D-VZBMP	2026-01-30T15:06:38	25.08	38.1	WARN
D-FBQON	2026-01-14T01:58:10	28.0	59.1	WARN
D-3CJOP	2026-01-06T23:54:07	18.18	34.0	OK
D-GIMRU	2026-01-04T11:09:15	18.55	42.0	OK
D-HC0DJ	2026-01-25T19:12:05	17.1	39.1	WARN
D-FBQON	2026-01-25T12:37:27	24.17	67.2	WARN
D-K5GYI	2026-01-24T16:05:13	16.82	72.1	WARN
D-J9X2H	2026-01-31T04:21:06	21.19	60.5	OK
D-EOXIR	2026-01-20T12:34:27	29.06	46.2	OK
D-3NGHB	2026-01-22T13:02:48	21.67	76.2	OK
D-96IRX	2026-01-21T17:58:18	20.69	33.4	WARN
D-BCCD4	2026-01-26T11:59:26	16.74	65.6	OK
D-48WEG	2026-01-25T22:10:56	24.7	68.5	OK
D-F7WO9	2026-01-30T08:01:14	28.94	52.4	OK
D-3NGHB	2026-01-10T06:18:40	24.68	59.2	OK
D-6LE9C	2026-01-28T11:06:09	27.28	69.6	OK
D-4JDUD	2026-01-14T10:51:26	19.75	72.7	FAIL
D-FBQON	2026-01-11T21:35:50	29.75	75.3	WARN
D-UGZ40	2026-01-28T14:35:00	18.15	34.1	OK
D-ZVQLQ	2026-01-30T08:31:13	16.25	48.1	OK
D-HC0DJ	2026-01-16T07:47:35	24.45	56.8	OK
D-48WEG	2026-01-14T18:57:14	22.25	69.1	WARN
D-HC0DJ	2026-01-18T12:43:55	25.0	65.4	OK
D-3CJOP	2026-01-04T10:20:40	29.66	49.5	OK
D-MQ5GL	2026-01-11T08:21:15	24.98	70.0	OK
D-HJYDA	2026-01-19T14:08:14	28.32	58.9	WARN
D-ZVQLQ	2026-01-05T14:24:45	28.03	45.9	OK
D-96IRX	2026-01-06T11:08:28	27.24	69.1	OK
D-3NGHB	2026-01-25T05:02:30	23.4	41.9	FAIL
D-P66ZV	2026-01-28T08:00:07	20.99	69.9	FAIL
D-I47C9	2026-01-23T12:40:30	16.79	25.3	OK
D-EOXIR	2026-01-07T01:54:39	29.19	37.5	OK
D-PQZDN	2026-01-21T11:26:06	18.71	58.8	OK
D-VZBMP	2026-01-11T11:23:07	28.42	70.9	WARN
D-BCCD4	2026-01-11T02:33:48	18.39	55.6	FAIL
D-K4U9M	2026-01-09T03:27:36	25.92	75.9	WARN
D-5F4C6	2026-01-19T16:19:28	26.85	34.8	FAIL
D-I47C9	2026-01-30T15:53:30	22.66	35.7	OK
D-ZVQLQ	2026-01-17T21:20:54	18.29	39.3	OK
D-FBQON	2026-01-24T21:13:15	17.88	61.1	WARN
D-VZBMP	2026-01-22T15:42:16	24.44	65.3	OK
D-PQZDN	2026-01-15T13:16:34	19.52	58.5	OK
D-VW8SJ	2026-01-28T09:40:23	21.26	39.9	FAIL
D-P66ZV	2026-01-19T15:48:59	18.46	39.4	OK
D-FBQON	2026-01-14T11:50:22	16.09	56.6	OK
D-P66ZV	2026-01-24T22:34:31	22.25	61.6	OK
D-F7WO9	2026-01-12T02:14:35	25.32	47.8	OK
D-J9X2H	2026-01-22T14:06:40	16.82	62.1	FAIL
D-96IRX	2026-01-17T23:17:02	17.24	74.9	OK
D-3CJOP	2026-01-05T08:26:47	25.14	48.9	OK
D-J9X2H	2026-01-24T03:35:04	20.97	30.8	OK
D-XVT3O	2026-01-19T02:54:31	21.8	77.3	OK
D-BCCD4	2026-01-20T19:33:59	27.28	65.1	WARN
D-GIMRU	2026-01-01T11:07:47	29.56	64.6	OK
D-UGZ40	2026-01-14T02:56:32	19.28	79.7	OK
D-J9X2H	2026-01-09T23:58:13	21.49	45.5	WARN
D-6LE9C	2026-01-15T18:17:59	22.46	48.1	WARN
D-4JDUD	2026-01-23T05:35:13	28.35	64.9	FAIL
D-EOXIR	2026-01-24T03:17:15	22.72	41.5	OK
D-VZBMP	2026-01-01T03:09:46	22.07	42.8	OK
D-GIMRU	2026-01-08T08:57:56	19.38	28.0	OK
D-HJYDA	2026-01-21T16:35:17	26.65	35.2	OK
D-UGZ40	2026-01-24T13:20:02	24.91	72.5	OK
D-XVT3O	2026-01-19T05:08:53	29.31	43.4	WARN
D-0VEA3	2026-01-01T14:47:16	20.51	67.7	OK
D-3NGHB	2026-01-27T08:50:29	24.35	77.3	FAIL
D-MQ5GL	2026-01-31T19:45:53	28.47	48.0	FAIL
D-3CJOP	2026-01-04T00:42:48	29.08	69.2	WARN
D-HC0DJ	2026-01-18T01:39:48	28.15	51.3	OK
D-B61G9	2026-01-20T07:47:45	17.7	58.2	OK
D-B61G9	2026-01-23T07:31:09	16.81	56.7	OK
D-HC0DJ	2026-01-06T19:22:23	22.44	71.2	WARN
D-F7WO9	2026-01-30T13:16:54	22.03	36.2	FAIL
D-VW8SJ	2026-01-14T20:09:33	21.77	26.8	FAIL
D-6LE9C	2026-01-03T08:43:42	23.69	39.9	WARN
D-XVT3O	2026-01-04T08:39:16	28.08	33.2	FAIL
D-0VEA3	2026-01-01T21:26:10	23.18	66.3	FAIL
D-T5JZT	2026-01-16T02:18:24	25.97	49.9	FAIL
D-FBQON	2026-01-25T16:22:34	28.69	33.4	OK
D-F7WO9	2026-01-17T21:42:02	24.7	79.2	WARN
D-FBQON	2026-01-21T21:55:27	29.95	49.6	OK
D-K4U9M	2026-01-25T09:07:49	18.62	63.3	OK
D-PQZDN	2026-01-02T17:39:26	23.98	49.2	OK
D-VO06V	2026-01-24T16:42:32	27.4	57.5	OK
D-J9X2H	2026-01-06T14:45:16	27.37	35.7	OK
D-6LE9C	2026-01-22T22:59:59	28.01	65.0	OK
D-MQ5GL	2026-01-16T21:35:59	21.35	67.1	FAIL
D-MQ5GL	2026-01-14T10:45:20	16.25	33.8	FAIL
D-3NGHB	2026-01-15T06:16:26	26.53	47.3	FAIL
D-EOXIR	2026-01-06T18:40:08	24.97	49.7	WARN
D-GIMRU	2026-01-16T19:52:42	16.78	40.3	OK
D-I47C9	2026-01-11T12:22:32	25.25	45.6	FAIL
D-B61G9	2026-01-12T10:44:18	22.57	54.6	OK
D-HC0DJ	2026-01-30T16:09:41	16.88	30.8	OK
D-UGZ40	2026-01-12T17:08:42	21.34	56.9	OK
D-J9X2H	2026-01-14T09:17:35	28.64	57.7	OK
D-B61G9	2026-01-15T19:40:19	19.94	39.4	OK
D-I47C9	2026-01-27T12:31:18	16.91	30.4	OK
D-BCCD4	2026-01-13T09:02:56	28.71	52.2	FAIL
D-HJYDA	2026-01-05T12:29:47	30.0	63.7	OK
D-BCCD4	2026-01-08T19:02:09	22.08	71.3	FAIL
D-K5GYI	2026-01-02T00:35:36	24.73	71.4	WARN
D-I47C9	2026-01-03T10:13:52	24.97	70.5	FAIL
D-MQ5GL	2026-01-15T03:37:31	20.32	29.4	WARN
D-PQZDN	2026-01-19T20:54:50	17.34	51.2	WARN
D-I47C9	2026-01-08T09:13:25	27.69	40.3	OK
D-B61G9	2026-01-23T18:10:46	16.7	78.3	OK
D-ZVQLQ	2026-01-26T04:32:14	26.42	44.0	OK
D-VO06V	2026-01-01T13:34:20	19.57	60.6	WARN
D-UGZ40	2026-01-29T14:42:39	29.65	42.7	WARN
D-3NGHB	2026-01-14T19:53:58	29.98	26.8	OK
D-3CJOP	2026-01-05T01:17:58	21.12	66.1	FAIL
D-PQZDN	2026-01-21T01:54:33	17.29	44.1	FAIL
D-BCCD4	2026-01-22T03:02:57	18.49	33.4	OK
D-BCCD4	2026-01-15T17:53:36	24.87	50.8	OK
D-EOXIR	2026-01-05T21:08:17	24.54	57.4	OK
D-PQZDN	2026-01-25T13:35:48	29.05	35.0	OK
D-MQ5GL	2026-01-30T01:58:59	24.02	29.6	OK
D-PQZDN	2026-01-20T14:07:46	19.25	39.4	FAIL
D-XVT3O	2026-01-07T11:59:48	29.77	49.4	WARN
D-UGZ40	2026-01-23T23:38:18	16.77	43.0	OK
D-PQZDN	2026-01-09T00:44:01	21.92	34.5	FAIL
D-I47C9	2026-01-18T11:54:30	26.38	39.5	OK
D-VO06V	2026-01-27T03:03:29	27.03	30.0	FAIL
D-EOXIR	2026-01-01T04:52:27	17.64	42.2	OK
D-48WEG	2026-01-20T16:19:30	24.43	67.8	OK
D-PQZDN	2026-01-05T23:36:20	18.95	55.0	OK
D-4JDUD	2026-01-13T01:25:42	18.2	76.4	WARN
D-4JDUD	2026-01-01T16:13:24	23.06	36.9	WARN
D-0VEA3	2026-01-06T16:47:18	22.48	74.3	OK
D-96IRX	2026-01-11T16:44:38	18.06	37.9	OK
D-HC0DJ	2026-01-10T22:16:43	23.97	68.9	WARN
D-GIMRU	2026-01-28T23:12:39	28.4	42.9	WARN
D-3NGHB	2026-01-27T18:47:10	16.09	35.9	OK
D-4JDUD	2026-01-01T22:08:32	16.17	64.0	OK
D-P66ZV	2026-01-16T19:53:58	26.09	27.4	OK
D-GIMRU	2026-01-26T04:07:27	18.39	74.1	OK
D-48WEG	2026-01-27T06:22:24	18.23	45.8	OK
D-ZVQLQ	2026-01-17T20:37:57	23.3	66.2	FAIL
D-3CJOP	2026-01-22T22:23:37	16.33	48.5	OK
D-EOXIR	2026-01-18T12:49:48	28.17	77.3	OK
D-6LE9C	2026-01-01T22:41:00	23.33	45.2	FAIL
D-96IRX	2026-01-07T14:18:54	21.85	66.6	OK
D-B61G9	2026-01-23T08:09:17	21.23	26.1	OK
D-4JDUD	2026-01-10T14:38:51	27.9	60.0	WARN
D-ZVQLQ	2026-01-02T04:29:33	29.83	36.8	OK
D-P66ZV	2026-01-05T15:12:40	27.61	73.1	WARN
D-48WEG	2026-01-17T09:10:43	26.6	71.8	FAIL
D-T5JZT	2026-01-21T11:00:04	18.96	51.8	OK
D-F7WO9	2026-01-29T15:31:49	24.23	51.0	FAIL
D-J9X2H	2026-01-17T03:42:23	19.47	35.1	FAIL
D-FBQON	2026-01-04T15:40:46	27.17	63.7	OK
D-I47C9	2026-01-30T16:43:55	21.46	70.5	WARN
D-UGZ40	2026-01-18T15:49:10	27.83	66.8	WARN
D-GIMRU	2026-01-19T21:07:33	19.78	40.8	OK
D-3NGHB	2026-01-31T09:38:59	20.59	46.1	OK
D-96IRX	2026-01-01T14:00:35	23.58	73.2	OK
D-GIMRU	2026-01-14T14:57:17	26.8	70.7	OK
D-GIMRU	2026-01-07T09:13:15	24.23	62.8	WARN
D-HC0DJ	2026-01-11T04:19:01	23.25	49.6	FAIL
D-I47C9	2026-01-19T06:10:02	16.62	65.1	FAIL
D-VW8SJ	2026-01-10T19:50:03	24.47	39.5	OK
D-K5GYI	2026-01-19T15:46:57	25.21	54.1	FAIL
D-ZVQLQ	2026-01-08T09:02:57	24.63	28.9	OK
D-VW8SJ	2026-01-26T01:31:45	30.0	45.8	OK
D-UGZ40	2026-01-10T00:10:15	22.79	45.5	WARN
D-GIMRU	2026-01-06T03:16:39	26.5	38.5	OK
D-EOXIR	2026-01-01T14:31:29	21.04	57.9	WARN
D-K4U9M	2026-01-09T13:17:46	20.42	26.9	FAIL
D-6LE9C	2026-01-30T18:46:49	20.2	32.7	OK
D-3NGHB	2026-01-27T13:26:12	23.4	58.8	OK
D-I47C9	2026-01-27T14:57:52	28.45	66.8	FAIL
D-K4U9M	2026-01-19T14:55:32	26.68	53.9	OK
D-HJYDA	2026-01-01T04:13:26	22.45	40.5	OK
D-K4U9M	2026-01-10T22:04:13	25.86	26.4	WARN
D-T5JZT	2026-01-02T10:11:23	23.11	43.4	FAIL
D-I47C9	2026-01-25T13:03:12	20.01	68.0	OK
D-3CJOP	2026-01-24T16:31:52	17.88	31.2	OK
D-3NGHB	2026-01-21T22:46:23	28.02	64.3	WARN
D-48WEG	2026-01-21T05:27:53	18.97	55.7	OK
D-P66ZV	2026-01-04T12:39:04	26.01	29.2	FAIL
D-K5GYI	2026-01-15T18:41:10	19.26	74.1	OK
D-K5GYI	2026-01-29T16:52:58	29.77	56.3	WARN
D-VZBMP	2026-01-19T05:50:20	23.18	68.3	OK
D-HC0DJ	2026-01-27T22:59:57	17.7	66.8	OK
D-MQ5GL	2026-01-26T12:22:45	27.88	51.0	WARN
D-3NGHB	2026-01-30T01:10:14	17.28	77.5	OK
D-HC0DJ	2026-01-06T23:21:18	18.23	46.3	FAIL
D-UGZ40	2026-01-22T09:31:43	20.33	25.4	OK
D-96IRX	2026-01-11T07:35:37	17.5	29.0	FAIL
D-HC0DJ	2026-01-22T17:41:23	27.01	25.9	OK
D-UGZ40	2026-01-12T20:51:38	28.16	52.2	OK
D-T5JZT	2026-01-27T10:19:22	23.72	73.0	FAIL
D-VZBMP	2026-01-30T15:54:19	27.37	26.3	OK
D-J9X2H	2026-01-13T16:55:01	17.63	43.9	WARN
D-3NGHB	2026-01-20T05:39:23	17.25	73.9	OK
D-J9X2H	2026-01-28T21:41:04	20.82	30.3	OK
D-J9X2H	2026-01-04T08:54:29	22.44	61.2	OK
D-P66ZV	2026-01-16T17:19:02	16.9	46.8	OK
D-96IRX	2026-01-10T11:09:16	23.61	26.0	OK
D-I47C9	2026-01-22T18:52:10	29.37	34.7	FAIL
D-EOXIR	2026-01-28T04:28:36	28.43	30.0	FAIL
D-5F4C6	2026-01-01T05:41:29	17.05	75.4	OK
D-6LE9C	2026-01-30T21:50:39	21.43	72.6	OK
D-XVT3O	2026-01-20T13:30:35	16.5	50.6	OK
D-HJYDA	2026-01-24T19:58:18	18.19	59.8	OK
D-4JDUD	2026-01-03T08:34:58	25.75	56.4	FAIL
D-J9X2H	2026-01-22T01:32:09	26.3	74.3	OK
D-0VEA3	2026-01-12T16:45:32	29.45	44.9	OK
D-6LE9C	2026-01-10T02:26:45	21.9	42.9	OK
D-K5GYI	2026-01-16T03:51:59	27.8	56.7	WARN
D-HC0DJ	2026-01-24T13:28:23	19.42	73.3	OK
D-I47C9	2026-01-04T14:56:11	27.34	77.1	OK
D-3CJOP	2026-01-11T17:52:42	25.21	26.6	WARN
D-F7WO9	2026-01-10T20:31:44	16.77	72.6	FAIL
D-XVT3O	2026-01-08T06:33:51	20.11	25.0	OK
D-MQ5GL	2026-01-31T23:00:13	27.79	43.6	WARN
D-B61G9	2026-01-17T09:08:20	19.34	56.0	OK
D-GIMRU	2026-01-19T15:15:56	19.15	78.9	OK
D-48WEG	2026-01-14T11:50:08	18.81	58.3	FAIL
D-VZBMP	2026-01-25T11:38:02	16.27	25.6	FAIL
D-5F4C6	2026-01-05T22:48:20	21.49	62.5	WARN
D-4JDUD	2026-01-03T03:01:48	17.3	42.1	FAIL
D-0VEA3	2026-01-06T21:17:52	19.75	44.9	OK
D-0VEA3	2026-01-29T00:53:20	19.58	59.8	OK
D-PQZDN	2026-01-18T12:18:33	23.15	62.2	OK
D-6LE9C	2026-01-14T23:02:54	25.0	28.2	FAIL
D-HC0DJ	2026-01-30T00:29:38	16.3	36.7	OK
D-HC0DJ	2026-01-19T05:15:31	29.69	30.8	FAIL
D-FBQON	2026-01-30T07:42:35	16.1	65.9	FAIL
D-HC0DJ	2026-01-24T14:56:04	26.72	26.8	OK
D-HC0DJ	2026-01-29T01:50:56	28.95	46.4	WARN
D-48WEG	2026-01-31T18:39:38	20.96	26.1	WARN
D-HC0DJ	2026-01-20T00:04:30	25.07	61.4	FAIL
D-EOXIR	2026-01-14T18:37:15	29.88	65.3	WARN
D-4JDUD	2026-01-21T15:07:58	23.53	65.9	FAIL
D-XVT3O	2026-01-25T05:25:13	26.98	34.1	OK
D-HJYDA	2026-01-01T04:04:20	19.6	78.3	FAIL
D-48WEG	2026-01-04T21:35:40	28.46	70.6	WARN
D-GIMRU	2026-01-17T11:22:56	19.18	51.8	OK
D-MQ5GL	2026-01-13T06:12:31	20.08	32.8	WARN
D-HC0DJ	2026-01-29T06:07:46	29.1	76.6	OK
D-3CJOP	2026-01-04T03:03:44	28.09	45.0	OK
D-4JDUD	2026-01-01T17:51:20	29.4	77.9	OK
D-96IRX	2026-01-31T11:49:25	24.64	26.0	WARN
D-ZVQLQ	2026-01-29T06:56:12	20.9	50.9	OK
D-B61G9	2026-01-13T08:15:13	17.89	49.7	OK
D-VW8SJ	2026-01-13T08:10:18	18.84	59.6	OK
D-GIMRU	2026-01-30T14:56:05	16.35	53.6	OK
D-VO06V	2026-01-16T16:47:24	16.79	53.7	OK
D-UGZ40	2026-01-21T21:41:33	25.31	49.3	OK
D-XVT3O	2026-01-10T14:48:55	21.86	49.2	OK
D-48WEG	2026-01-03T21:01:46	26.98	25.7	OK
D-4JDUD	2026-01-09T05:49:51	20.7	74.9	OK
D-I47C9	2026-01-04T21:30:40	18.63	65.9	WARN
D-B61G9	2026-01-10T01:15:33	29.92	55.0	FAIL
D-4JDUD	2026-01-15T12:33:24	28.97	52.0	OK
D-I47C9	2026-01-02T12:47:37	17.35	38.6	WARN
D-BCCD4	2026-01-02T18:08:37	20.91	55.2	FAIL
D-3NGHB	2026-01-27T21:07:06	17.59	35.3	OK
D-3CJOP	2026-01-30T15:50:38	26.4	59.0	OK
D-J9X2H	2026-01-27T08:50:59	18.29	57.2	OK
D-B61G9	2026-01-06T07:05:50	17.91	28.3	WARN
D-5F4C6	2026-01-19T18:15:45	19.89	47.5	WARN
D-6LE9C	2026-01-13T14:35:17	22.49	69.9	WARN
D-3NGHB	2026-01-17T01:31:09	28.59	55.5	OK
D-K5GYI	2026-01-04T18:35:42	25.08	79.9	OK
D-0VEA3	2026-01-28T20:17:01	24.12	33.5	WARN
D-HJYDA	2026-01-01T18:11:28	28.33	56.8	OK
D-T5JZT	2026-01-21T23:14:04	17.68	32.9	OK
D-EOXIR	2026-01-17T06:14:28	26.71	30.9	OK
D-T5JZT	2026-01-08T10:24:26	20.51	43.3	OK
D-0VEA3	2026-01-10T00:18:25	29.14	62.0	FAIL
D-P66ZV	2026-01-20T20:59:32	20.72	56.0	FAIL
D-P66ZV	2026-01-06T22:21:20	28.06	56.0	FAIL
D-K5GYI	2026-01-17T22:29:07	18.6	72.1	FAIL
D-P66ZV	2026-01-03T01:45:21	27.9	43.6	OK
D-B61G9	2026-01-24T17:42:36	19.07	25.8	FAIL
D-0VEA3	2026-01-03T13:50:41	19.18	74.6	OK
D-J9X2H	2026-01-06T01:52:18	26.33	60.1	WARN
D-GIMRU	2026-01-20T12:11:12	24.29	63.3	OK
D-VW8SJ	2026-01-06T23:19:39	26.28	43.1	WARN
D-HJYDA	2026-01-05T22:18:50	24.1	26.9	OK
D-48WEG	2026-01-15T05:38:46	29.6	66.8	OK
D-K4U9M	2026-01-14T11:07:55	16.34	49.0	OK
D-HJYDA	2026-01-16T00:29:00	19.46	50.0	WARN
D-48WEG	2026-01-11T01:28:31	23.73	41.8	OK
D-P66ZV	2026-01-31T18:21:20	20.44	69.1	WARN
D-48WEG	2026-01-21T14:42:26	24.52	58.0	WARN
D-BCCD4	2026-01-08T22:29:24	23.88	34.9	WARN
D-0VEA3	2026-01-08T23:08:58	26.02	37.0	OK
D-0VEA3	2026-01-24T17:45:29	26.58	35.5	FAIL
D-MQ5GL	2026-01-28T17:14:03	25.33	27.2	WARN
D-6LE9C	2026-01-16T14:09:38	25.57	78.7	OK
D-MQ5GL	2026-01-12T08:07:58	20.31	26.2	WARN
D-6LE9C	2026-01-26T03:56:13	25.13	37.7	FAIL
D-P66ZV	2026-01-25T14:42:54	22.22	69.6	FAIL
D-MQ5GL	2026-01-31T17:34:27	26.48	26.8	OK
D-GIMRU	2026-01-31T10:49:09	17.21	30.7	OK
D-3NGHB	2026-01-14T00:16:23	18.61	38.1	OK
D-F7WO9	2026-01-13T03:40:55	26.2	36.8	OK
D-FBQON	2026-01-03T04:43:50	16.94	78.3	FAIL
D-VO06V	2026-01-10T08:36:10	20.02	35.4	WARN
D-UGZ40	2026-01-06T19:01:03	27.27	66.2	OK
D-B61G9	2026-01-07T00:51:39	16.92	65.7	OK
D-F7WO9	2026-01-19T12:46:24	28.95	34.4	WARN
D-3CJOP	2026-01-13T09:29:27	22.46	51.5	OK
D-ZVQLQ	2026-01-17T16:34:01	20.37	40.4	OK
D-K4U9M	2026-01-17T22:36:07	27.11	48.0	OK
D-F7WO9	2026-01-10T10:01:11	16.9	30.4	WARN
D-T5JZT	2026-01-26T21:54:45	20.58	34.7	WARN
D-0VEA3	2026-01-23T23:34:21	24.92	26.0	FAIL
D-PQZDN	2026-01-26T08:58:11	28.43	39.8	FAIL
D-3CJOP	2026-01-03T04:50:00	17.74	55.1	OK
D-48WEG	2026-01-25T14:49:01	26.3	74.0	WARN
D-4JDUD	2026-01-22T01:08:41	16.14	54.1	OK
D-HJYDA	2026-01-13T20:17:02	28.56	53.0	FAIL
D-K5GYI	2026-01-07T07:17:49	19.94	77.1	OK
D-FBQON	2026-01-26T13:50:04	26.94	48.8	WARN
D-3CJOP	2026-01-13T17:36:17	25.69	26.9	FAIL
D-F7WO9	2026-01-11T13:26:27	26.7	48.9	OK
D-MQ5GL	2026-01-13T17:08:40	23.9	62.9	FAIL
D-MQ5GL	2026-01-10T05:20:55	22.32	32.4	OK
D-VW8SJ	2026-01-10T18:40:27	23.28	79.8	OK
D-VZBMP	2026-01-01T07:52:13	25.1	25.2	FAIL
D-GIMRU	2026-01-12T03:48:09	19.88	31.2	OK
D-6LE9C	2026-01-14T21:28:48	22.86	39.0	OK
D-ZVQLQ	2026-01-24T04:04:05	18.77	63.0	WARN
D-FBQON	2026-01-05T15:34:04	18.85	37.9	WARN
D-EOXIR	2026-01-07T09:12:02	28.43	33.9	WARN
D-GIMRU	2026-01-28T02:34:43	17.45	29.1	OK
D-HJYDA	2026-01-11T01:48:17	25.23	35.2	FAIL
D-FBQON	2026-01-13T02:11:16	16.48	34.6	OK
D-6LE9C	2026-01-24T15:01:33	16.89	27.8	OK
D-0VEA3	2026-01-25T10:48:14	20.35	75.3	WARN
D-P66ZV	2026-01-26T07:07:48	22.37	25.7	FAIL
D-48WEG	2026-01-16T00:54:34	24.37	25.8	OK
D-B61G9	2026-01-13T04:17:27	23.43	28.9	OK
D-UGZ40	2026-01-02T11:16:52	19.47	29.8	WARN
D-FBQON	2026-01-04T14:50:32	18.43	53.1	OK
D-F7WO9	2026-01-30T14:12:55	24.87	58.1	FAIL
D-VZBMP	2026-01-31T18:53:58	23.94	76.8	OK
D-P66ZV	2026-01-27T23:58:13	28.5	78.1	OK
D-GIMRU	2026-01-22T18:00:09	25.05	53.4	OK
D-B61G9	2026-01-28T18:37:46	20.88	57.6	OK
D-XVT3O	2026-01-21T11:22:02	24.26	65.1	OK
D-P66ZV	2026-01-09T11:06:52	16.6	34.2	OK
D-XVT3O	2026-01-25T20:08:59	21.8	72.3	OK
D-VZBMP	2026-01-21T23:06:03	27.2	62.0	OK
D-0VEA3	2026-01-03T12:34:04	27.45	46.4	FAIL
D-J9X2H	2026-01-04T03:10:07	25.51	40.4	WARN
D-K5GYI	2026-01-05T02:37:37	19.88	79.1	OK
D-FBQON	2026-01-01T01:01:11	19.57	49.1	OK
D-K5GYI	2026-01-28T06:35:32	18.82	48.1	OK
D-FBQON	2026-01-22T16:08:04	20.31	43.1	OK
D-3CJOP	2026-01-22T18:44:34	23.62	78.6	WARN
D-UGZ40	2026-01-04T09:49:01	22.72	37.2	OK
D-GIMRU	2026-01-22T22:44:13	22.43	47.4	WARN
D-P66ZV	2026-01-10T03:18:35	24.56	60.8	OK
D-EOXIR	2026-01-04T05:12:25	25.88	47.4	FAIL
D-PQZDN	2026-01-29T06:13:48	16.69	44.8	WARN
D-5F4C6	2026-01-04T14:44:38	25.77	57.7	OK
D-EOXIR	2026-01-11T15:30:28	29.41	47.8	OK
D-I47C9	2026-01-12T23:17:53	22.66	70.9	OK
D-B61G9	2026-01-05T03:45:27	28.69	52.9	OK
D-0VEA3	2026-01-17T15:13:14	22.75	51.5	WARN
D-HJYDA	2026-01-26T11:10:50	21.07	32.6	FAIL
D-VO06V	2026-01-17T11:11:43	23.07	47.8	FAIL
D-I47C9	2026-01-25T21:45:27	28.77	35.6	OK
D-5F4C6	2026-01-27T06:41:28	28.27	74.7	OK
D-P66ZV	2026-01-31T01:43:57	28.41	45.8	OK
D-96IRX	2026-01-14T01:01:37	19.74	25.2	OK
D-XVT3O	2026-01-19T22:18:37	22.95	28.4	OK
D-48WEG	2026-01-26T02:23:26	18.42	43.3	FAIL
D-FBQON	2026-01-27T12:47:07	28.78	75.2	OK
D-ZVQLQ	2026-01-01T03:55:25	29.48	49.1	WARN
D-3CJOP	2026-01-08T20:34:01	24.25	25.1	FAIL
D-XVT3O	2026-01-02T12:03:31	20.26	52.0	OK
D-EOXIR	2026-01-08T14:38:36	22.12	74.1	FAIL
D-J9X2H	2026-01-25T21:06:52	26.24	42.5	OK
D-J9X2H	2026-01-26T10:30:54	21.78	71.9	FAIL
D-XVT3O	2026-01-29T19:34:44	22.48	78.9	WARN
D-PQZDN	2026-01-25T09:22:59	18.9	68.5	OK
D-0VEA3	2026-01-07T05:01:12	24.71	26.8	WARN
D-GIMRU	2026-01-18T19:45:05	24.23	35.0	OK
D-MQ5GL	2026-01-20T14:09:04	21.23	45.0	OK
D-48WEG	2026-01-15T15:01:02	23.3	36.7	OK
D-FBQON	2026-01-04T11:00:09	29.62	62.7	WARN
D-I47C9	2026-01-01T03:42:35	26.98	46.7	OK
D-VZBMP	2026-01-24T05:53:41	18.94	64.4	OK
D-HC0DJ	2026-01-03T11:10:42	24.01	25.4	OK
D-ZVQLQ	2026-01-21T22:50:20	28.99	70.5	WARN
D-HJYDA	2026-01-04T05:52:21	25.24	35.7	OK
D-F7WO9	2026-01-19T08:56:43	21.68	69.2	OK
